resultId,raceId,driverId,fastestLap,fastestLapTime
564,44,23,12,01:22.5
565,44,16,16,01:25.0
566,44,17,6,01:23.8
567,45,4,35,01:33.2
568,45,13,34,01:32.9
569,45,17,29,01:34.4
570,45,25,33,01:34.2
571,45,14,48,01:34.3
572,45,2,49,01:34.4
573,45,9,49,01:34.5
574,45,5,48,01:34.6
575,45,1,29,01:33.4
576,45,21,48,01:34.9
577,45,22,37,01:35.6
578,45,19,46,01:35.3
579,45,15,29,01:34.5
580,45,8,32,01:33.9
581,45,11,18,01:37.4
582,45,23,18,01:36.2
583,45,28,13,01:42.8
584,45,18,2,02:20.0
585,45,16,2,02:25.8
586,45,3,2,02:50.9
587,45,26,2,03:01.9
588,45,24,2,03:22.3
589,46,1,13,01:20.2
590,46,8,70,01:20.0
591,46,2,16,01:20.6
592,46,4,49,01:20.3
593,46,9,40,01:20.4
594,46,23,69,01:21.0
595,46,3,68,01:20.7
596,46,5,69,01:20.9
597,46,17,63,01:20.9
598,46,15,48,01:21.3
599,46,14,67,01:21.6
600,46,21,66,01:21.7
601,46,13,37,01:21.0
602,46,25,49,01:21.3
603,46,11,66,01:21.0
604,46,20,65,01:21.9
605,46,16,67,01:22.3
606,46,22,34,01:22.0
607,46,24,35,01:22.4
608,46,19,39,01:22.2
609,46,18,25,01:22.9
610,46,29,4,01:26.7
611,47,13,18,01:27.9
612,47,8,57,01:27.3
613,47,4,39,01:28.1
614,47,2,39,01:28.3
615,47,1,17,01:28.0
616,47,5,20,01:28.6
617,47,3,37,01:28.5
618,47,9,11,01:28.9
619,47,21,56,01:28.8
620,47,14,54,01:29.1
621,47,25,55,01:28.7
622,47,23,55,01:28.9
623,47,18,34,01:28.9
624,47,19,38,01:29.7
625,47,24,56,01:29.6
626,47,15,39,01:29.5
627,47,22,35,01:29.5
628,47,11,56,01:29.9
629,47,20,39,01:30.0
630,47,29,21,01:31.0
631,47,16,52,01:30.6
632,47,17,4,01:30.8
633,48,4,15,01:22.9
634,48,1,17,01:22.9
635,48,8,21,01:23.4
636,48,2,19,01:23.7
637,48,9,22,01:23.9
638,48,3,52,01:24.5
639,48,5,53,01:24.2
640,48,18,32,01:24.5
641,48,17,46,01:24.8
642,48,22,52,01:24.8
643,48,15,49,01:24.6
644,48,21,32,01:24.8
645,48,25,42,01:25.0
646,48,19,46,01:25.1
647,48,23,49,01:25.0
648,48,11,49,01:24.7
649,48,24,45,01:25.4
650,48,20,47,01:25.3
651,48,16,30,01:25.4
652,48,29,34,01:25.5
653,48,13,8,01:24.0
655,49,8,12,01:48.1
656,49,13,34,01:48.0
657,49,4,44,01:48.2
658,49,1,41,01:48.2
659,49,2,33,01:48.7
660,49,3,29,01:49.8
661,49,17,12,01:50.0
662,49,5,21,01:49.6
663,49,9,32,01:48.9
664,49,23,43,01:50.0
665,49,15,43,01:49.0
666,49,24,40,01:50.7
667,49,22,43,01:50.7
668,49,16,29,01:50.9
669,49,11,32,01:50.9
670,49,19,43,01:51.4
671,49,29,30,01:51.6
672,49,18,22,01:51.1
673,49,25,18,01:51.3
674,49,14,24,01:51.2
675,49,20,4,01:52.7
677,50,1,27,01:28.2
678,50,5,34,01:29.7
679,50,8,29,01:29.6
680,50,14,56,01:30.1
681,50,21,33,01:30.4
682,50,13,32,01:29.6
683,50,9,32,01:29.0
684,50,16,54,01:31.9
685,50,24,35,01:30.7
686,50,22,57,01:31.1
687,50,18,58,01:32.0
688,50,29,33,01:32.1
689,50,15,55,01:32.4
690,50,2,28,01:29.1
691,50,11,54,01:31.5
692,50,23,33,01:30.9
693,50,19,27,01:31.8
694,50,3,27,01:29.9
695,50,20,31,01:29.1
696,50,17,30,01:28.9
697,50,4,25,01:28.5
698,50,25,19,02:05.6
699,51,8,52,01:38.3
700,51,4,54,01:38.0
701,51,13,56,01:37.5
702,51,20,52,01:39.9
703,51,18,39,01:38.9
704,51,24,53,01:39.7
705,51,2,55,01:39.3
706,51,14,55,01:39.6
707,51,5,52,01:39.3
708,51,17,55,01:39.4
709,51,21,39,01:38.9
710,51,25,54,01:39.7
711,51,15,55,01:39.9
712,51,11,54,01:40.1
713,51,22,55,01:40.5
714,51,3,54,01:39.2
715,51,29,52,01:40.8
716,51,9,32,01:40.9
717,51,1,22,01:43.1
718,51,23,25,01:44.1
719,51,16,22,01:47.6
720,51,19,9,01:51.8
721,52,8,66,01:12.4
722,52,13,71,01:12.6
723,52,4,59,01:13.2
724,52,3,56,01:13.2
725,52,9,61,01:12.7
726,52,2,53,01:13.5
727,52,1,58,01:12.5
728,52,15,68,01:13.4
729,52,14,22,01:14.2
730,52,6,69,01:13.1
731,52,23,65,01:13.4
732,52,11,39,01:14.9
733,52,24,56,01:13.6
734,52,19,64,01:14.3
735,52,16,13,01:15.2
736,52,22,32,01:14.7
737,52,5,31,01:14.9
738,52,20,18,01:14.4
739,52,18,20,01:14.0
740,52,17,13,01:14.4
741,52,29,2,01:50.4
742,52,21,2,02:02.7
743,53,4,21,01:32.5
744,53,30,38,01:32.5
745,53,8,29,01:32.9
746,53,18,39,01:32.7
747,53,31,21,01:32.8
748,53,17,25,01:32.7
749,53,3,42,01:32.4
750,53,32,40,01:33.2
751,53,13,28,01:32.7
752,53,14,26,01:33.4
753,53,24,26,01:33.5
754,53,2,26,01:33.8
755,53,26,45,01:33.1
756,53,23,25,01:34.1
757,53,22,14,01:33.8
758,53,15,24,01:34.9
759,53,33,41,01:35.9
760,53,11,17,01:37.1
761,53,34,11,01:38.3
762,53,35,20,01:33.7
763,53,21,15,01:34.3
765,54,21,16,01:35.3
766,54,4,45,01:34.8
767,54,18,35,01:35.6
768,54,31,39,01:35.6
769,54,13,51,01:36.0
770,54,30,44,01:35.6
771,54,35,43,01:36.0
772,54,23,34,01:35.7
773,54,15,52,01:36.4
774,54,22,54,01:36.2
775,54,24,40,01:37.4
776,54,27,34,01:38.2
777,54,33,39,01:39.5
778,54,11,14,01:40.2
779,54,2,41,01:35.8
780,54,26,25,01:37.3
781,54,34,18,01:42.8
782,54,32,14,01:36.9
783,54,17,12,01:36.8
784,54,14,4,01:38.1
785,54,3,6,01:37.4
787,55,4,49,01:26.2
788,55,8,57,01:26.0
789,55,23,45,01:27.8
790,55,2,49,01:27.7
791,55,21,53,01:27.6
792,55,35,56,01:28.3
793,55,22,32,01:27.7
794,55,14,32,01:28.3
795,55,26,26,01:28.4
796,55,18,17,01:27.8
797,55,27,53,01:29.2
798,55,11,54,01:30.6
799,55,34,49,01:33.7
800,55,31,45,01:27.5
801,55,33,31,01:29.7
802,55,24,25,01:28.0
803,55,30,27,01:27.2
804,55,17,19,01:27.8
805,55,32,4,01:41.4
809,56,30,19,01:24.6
810,56,4,23,01:24.6
811,56,31,22,01:25.1
812,56,13,12,01:25.5
813,56,8,49,01:25.0
814,56,17,39,01:25.5
815,56,18,29,01:25.3
816,56,21,43,01:25.4
817,56,23,45,01:25.3
818,56,22,12,01:26.1
819,56,3,30,01:26.4
820,56,35,53,01:25.4
821,56,2,53,01:26.0
822,56,24,43,01:25.7
823,56,26,57,01:26.2
824,56,33,53,01:27.2
825,56,14,41,01:26.9
826,56,11,40,01:29.1
827,56,32,30,01:26.8
828,56,34,15,01:31.0
829,56,15,4,01:28.0
831,57,30,39,01:32.1
832,57,4,37,01:32.5
833,57,13,19,01:33.1
834,57,8,43,01:32.5
835,57,22,59,01:34.0
836,57,21,46,01:33.0
837,57,3,48,01:33.6
838,57,35,38,01:34.0
839,57,15,58,01:34.0
840,57,2,47,01:34.0
841,57,26,57,01:34.1
842,57,33,41,01:35.5
843,57,27,35,01:35.4
844,57,23,27,01:33.6
845,57,31,47,01:33.6
846,57,11,26,01:36.7
847,57,36,21,01:37.2
848,57,18,9,01:34.0
849,57,32,16,01:34.6
850,57,17,11,01:35.4
851,57,14,2,02:24.5
853,58,4,39,01:16.7
854,58,30,43,01:16.9
855,58,21,38,01:17.1
856,58,13,42,01:16.6
857,58,8,40,01:17.4
858,58,18,40,01:17.4
859,58,22,40,01:17.4
860,58,2,49,01:17.9
861,58,17,61,01:17.9
862,58,15,42,01:18.5
863,58,3,51,01:17.9
864,58,35,62,01:18.0
865,58,32,59,01:18.5
866,58,14,55,01:17.9
867,58,24,52,01:18.5
868,58,33,28,01:19.3
869,58,11,42,01:20.4
870,58,27,28,01:19.5
871,58,26,41,01:18.5
872,58,23,24,01:18.6
873,58,31,17,01:19.5
874,58,36,9,01:22.4
875,59,4,11,01:15.7
876,59,31,20,01:16.0
877,59,14,45,01:17.8
878,59,22,67,01:17.3
879,59,30,74,01:15.1
880,59,21,58,01:15.9
881,59,2,72,01:17.3
882,59,23,72,01:17.5
883,59,13,40,01:16.6
884,59,24,75,01:17.7
885,59,18,59,01:17.3
886,59,27,77,01:17.6
887,59,26,77,01:17.5
888,59,35,74,01:17.8
889,59,33,71,01:17.3
890,59,36,72,01:19.1
891,59,15,30,01:17.2
892,59,32,19,01:17.9
893,59,3,43,01:17.2
894,59,8,19,01:15.3
895,59,17,23,01:15.7
896,59,11,39,01:18.8
897,60,4,21,01:21.6
898,60,30,53,01:21.9
899,60,8,15,01:22.5
900,60,21,42,01:22.2
901,60,13,43,01:22.4
902,60,31,38,01:22.8
903,60,2,43,01:22.7
904,60,35,46,01:22.9
905,60,3,47,01:22.9
906,60,22,38,01:23.2
907,60,15,19,01:22.7
908,60,14,42,01:24.0
909,60,24,25,01:24.2
910,60,32,30,01:23.7
911,60,27,27,01:24.0
912,60,33,25,01:24.6
913,60,11,23,01:26.5
914,60,36,26,01:27.2
915,60,18,8,01:25.2
919,61,4,22,01:15.9
920,61,30,68,01:16.0
921,61,8,22,01:15.8
922,61,21,49,01:16.7
923,61,13,31,01:17.3
924,61,15,15,01:17.5
925,61,2,52,01:17.5
926,61,14,39,01:17.6
927,61,18,21,01:18.0
928,61,26,52,01:17.7
929,61,32,55,01:17.6
930,61,17,17,01:17.7
931,61,24,50,01:18.1
932,61,33,5,01:19.3
933,61,11,40,01:20.5
934,61,35,29,01:17.4
935,61,23,19,01:18.8
936,61,31,5,01:18.5
937,61,22,10,01:19.3
938,61,36,2,02:07.7
941,62,30,56,01:12.7
942,62,13,29,01:13.0
943,62,21,28,01:13.1
944,62,15,37,01:13.3
945,62,4,72,01:13.3
946,62,22,47,01:13.6
947,62,14,33,01:14.7
948,62,24,41,01:14.3
949,62,3,42,01:14.7
950,62,23,29,01:13.2
951,62,27,34,01:14.7
952,62,35,19,01:13.9
953,62,33,9,01:22.0
954,62,11,6,01:43.8
955,62,18,2,02:04.7
963,63,30,46,01:17.1
964,63,4,23,01:17.8
965,63,13,18,01:17.1
966,63,23,19,01:17.8
967,63,8,30,01:17.7
968,63,21,20,01:18.1
969,63,37,34,01:17.6
970,63,2,48,01:18.8
971,63,14,56,01:19.0
972,63,26,66,01:18.7
973,63,35,56,01:17.9
974,63,32,56,01:19.0
975,63,24,54,01:18.2
976,63,3,62,01:18.8
977,63,27,67,01:19.4
978,63,36,53,01:20.1
979,63,18,47,01:18.5
980,63,17,34,01:18.9
981,63,15,16,01:18.0
982,63,22,16,01:20.1
983,63,33,8,01:21.7
985,64,30,17,01:16.4
986,64,13,18,01:16.4
987,64,8,4,01:16.5
988,64,18,14,01:16.8
989,64,4,66,01:17.3
990,64,21,18,01:17.0
991,64,15,48,01:16.8
992,64,32,49,01:17.7
993,64,23,64,01:16.8
994,64,24,51,01:17.4
995,64,14,24,01:17.8
996,64,26,50,01:17.5
997,64,17,43,01:16.8
998,64,11,26,01:19.4
999,64,35,29,01:18.9
1000,64,22,16,01:18.0
1001,64,2,3,01:19.3
1002,64,37,2,01:19.6
1005,64,27,35,01:18.2
1006,64,33,46,01:18.7
1007,65,18,57,01:25.1
1008,65,37,67,01:24.3
1009,65,2,65,01:25.8
1010,65,22,69,01:24.7
1011,65,14,65,01:27.6
1012,65,23,65,01:25.2
1013,65,13,65,01:23.5
1014,65,30,57,01:27.8
1015,65,33,66,01:28.2
1016,65,27,67,01:26.1
1017,65,26,66,01:26.2
1018,65,15,58,01:25.8
1019,65,11,53,01:31.0
1020,65,4,50,01:29.4
1021,65,8,7,01:33.7
1022,65,24,8,01:38.9
1023,65,3,9,01:39.0
1024,65,21,9,01:35.5
1025,65,32,6,01:38.7
1028,65,9,55,01:28.2
1029,66,13,38,01:28.1
1030,66,4,38,01:28.2
1031,66,30,55,01:28.0
1032,66,18,58,01:28.5
1033,66,37,54,01:29.0
1034,66,21,29,01:28.5
1035,66,23,58,01:29.1
1036,66,22,26,01:28.7
1037,66,15,24,01:30.0
1038,66,17,50,01:30.1
1039,66,32,26,01:30.0
1040,66,9,34,01:29.7
1041,66,26,43,01:29.9
1042,66,2,56,01:30.3
1043,66,14,24,01:30.0
1044,66,27,35,01:30.4
1045,66,11,33,01:31.8
1046,66,3,21,01:30.1
1047,66,29,12,01:32.3
1048,66,24,12,01:32.1
1051,67,30,14,01:22.6
1052,67,8,13,01:22.6
1053,67,9,21,01:23.1
1054,67,21,25,01:23.6
1055,67,18,51,01:23.5
1056,67,22,27,01:23.8
1057,67,15,25,01:23.9
1058,67,2,20,01:23.3
1059,67,13,41,01:23.0
1060,67,17,27,01:24.2
1061,67,32,37,01:24.6
1062,67,14,51,01:25.0
1063,67,26,50,01:25.1
1064,67,24,52,01:24.8
1065,67,23,41,01:24.8
1066,67,11,15,01:25.7
1067,67,27,17,01:25.5
1068,67,33,27,01:24.8
1069,67,4,38,01:23.1
1070,67,37,8,01:23.7
1071,67,29,15,01:26.5
1072,67,3,8,01:25.4
1073,68,30,50,01:38.6
1074,68,4,49,01:37.6
1075,68,21,53,01:39.3
1076,68,18,51,01:39.2
1077,68,37,45,01:39.1
1078,68,22,52,01:39.7
1079,68,2,53,01:39.2
1080,68,17,44,01:39.9
1081,68,14,52,01:40.5
1082,68,24,53,01:41.7
1083,68,3,52,01:40.5
1084,68,38,52,01:39.8
1085,68,9,51,01:40.2
1086,68,26,49,01:39.7
1087,68,27,50,01:41.5
1088,68,29,42,01:41.8
1089,68,23,47,01:39.8
1090,68,13,42,01:39.4
1091,68,15,24,01:44.8
1092,68,33,35,01:45.4
1093,68,8,14,01:44.1
1094,68,11,48,01:40.9
1095,69,4,14,01:32.7
1096,69,13,37,01:33.3
1097,69,21,13,01:33.6
1098,69,18,35,01:33.5
1099,69,8,24,01:33.3
1100,69,15,2,01:33.9
1101,69,23,2,01:33.6
1102,69,2,31,01:34.5
1103,69,9,39,01:33.5
1104,69,3,33,01:34.8
1105,69,37,22,01:34.1
1106,69,22,40,01:34.1
1107,69,38,37,01:35.1
1108,69,24,22,01:34.1
1109,69,11,26,01:35.1
1110,69,33,27,01:35.3
1111,69,29,22,01:35.6
1112,69,26,37,01:34.6
1113,69,17,19,01:35.1
1114,69,30,32,01:32.8
1115,69,14,20,01:35.1
1116,69,27,19,01:36.0
1117,70,13,23,01:12.9
1118,70,4,70,01:13.0
1119,70,18,71,01:13.1
1120,70,30,70,01:12.2
1121,70,8,58,01:13.3
1122,70,21,70,01:13.1
1123,70,22,48,01:13.4
1124,70,37,63,01:13.8
1125,70,9,25,01:14.1
1126,70,11,47,01:13.4
1127,70,26,69,01:13.9
1128,70,38,62,01:13.7
1129,70,24,69,01:13.7
1130,70,27,61,01:14.6
1131,70,33,38,01:14.4
1132,70,29,67,01:13.4
1133,70,2,18,01:14.2
1134,70,14,12,01:16.0
1135,70,15,9,01:14.9
1136,70,23,8,01:16.8
1139,71,21,55,01:26.0
1140,71,22,54,01:26.2
1141,71,4,24,01:25.7
1142,71,14,40,01:26.7
1143,71,17,37,01:26.5
1144,71,31,41,01:26.4
1145,71,32,39,01:26.6
1146,71,8,55,01:26.3
1147,71,15,56,01:27.1
1148,71,13,55,01:26.9
1149,71,18,55,01:26.3
1150,71,23,56,01:26.5
1151,71,35,54,01:27.7
1152,71,11,36,01:27.9
1153,71,39,36,01:28.0
1154,71,33,16,01:29.0
1155,71,40,22,01:32.9
1156,71,30,38,01:26.3
1157,71,2,38,01:26.9
1158,71,27,11,01:33.1
1159,72,4,18,01:35.9
1160,72,15,18,01:35.8
1161,72,2,40,01:35.7
1162,72,31,42,01:36.6
1163,72,23,15,01:36.3
1164,72,14,18,01:36.8
1165,72,30,41,01:37.0
1166,72,32,17,01:36.9
1167,72,8,23,01:35.5
1168,72,13,18,01:37.2
1169,72,39,18,01:39.8
1170,72,33,36,01:40.4
1171,72,27,12,01:42.5
1172,72,22,22,01:36.9
1173,72,21,21,01:36.2
1174,72,17,20,01:36.0
1175,72,35,18,01:38.1
1176,72,18,2,01:37.9
1177,72,19,2,01:41.5
1178,72,40,2,01:43.6
1179,73,4,39,01:31.7
1180,73,15,41,01:32.3
1181,73,8,41,01:31.8
1182,73,23,36,01:32.7
1183,73,37,43,01:31.4
1184,73,17,20,01:33.1
1185,73,13,40,01:33.3
1186,73,14,42,01:33.4
1187,73,22,23,01:33.0
1188,73,33,18,01:35.7
1189,73,35,24,01:33.5
1190,73,40,16,01:36.4
1191,73,27,3,01:36.9
1192,73,18,45,01:32.4
1193,73,11,23,01:33.1
1194,73,2,19,01:33.1
1195,73,30,7,01:32.9
1196,73,21,2,01:37.0
1197,73,39,2,01:37.5
1199,74,4,22,01:23.1
1200,74,30,48,01:21.9
1201,74,25,24,01:23.0
1202,74,35,45,01:24.0
1203,74,15,44,01:24.0
1204,74,2,54,01:23.9
1205,74,17,17,01:24.4
1206,74,24,46,01:23.5
1207,74,23,19,01:24.2
1208,74,13,37,01:23.6
1209,74,14,22,01:24.6
1210,74,39,20,01:24.1
1211,74,33,19,01:24.7
1212,74,27,18,01:27.4
1213,74,22,13,01:24.4
1214,74,8,8,01:23.3
1215,74,40,5,01:28.3
1216,74,21,4,01:25.7
1217,74,18,22,01:22.6
1218,74,11,23,01:23.4
1219,75,8,41,01:16.0
1220,75,4,59,01:16.1
1221,75,15,63,01:16.6
1222,75,23,63,01:16.5
1223,75,21,66,01:15.6
1224,75,17,62,01:16.8
1225,75,31,55,01:15.8
1226,75,14,65,01:16.9
1227,75,22,64,01:17.2
1228,75,2,60,01:16.5
1229,75,13,51,01:16.8
1230,75,33,22,01:19.0
1231,75,39,16,01:19.7
1232,75,35,43,01:17.6
1233,75,30,31,01:15.6
1234,75,27,15,01:20.1
1235,75,40,10,01:20.9
1236,75,24,9,01:19.4
1237,76,8,41,01:15.9
1238,76,2,15,01:17.2
1239,76,17,77,01:17.0
1240,76,4,19,01:16.6
1241,76,31,50,01:17.4
1242,76,23,11,01:17.1
1243,76,30,40,01:15.8
1244,76,22,51,01:16.9
1245,76,13,16,01:17.8
1246,76,15,38,01:16.8
1247,76,35,17,01:17.5
1248,76,21,20,01:16.8
1249,76,33,12,01:20.7
1250,76,27,22,01:20.2
1251,76,24,43,01:18.0
1252,76,40,19,01:19.0
1253,76,14,15,01:17.7
1254,76,39,14,01:22.0
1255,77,4,44,01:30.7
1256,77,2,9,01:31.1
1257,77,22,44,01:31.0
1258,77,14,19,01:31.3
1259,77,30,19,01:31.5
1260,77,21,47,01:31.7
1261,77,31,42,01:31.8
1262,77,15,43,01:31.8
1263,77,24,43,01:32.0
1264,77,18,20,01:32.0
1265,77,8,9,01:30.9
1266,77,11,26,01:31.9
1267,77,35,41,01:32.6
1268,77,13,18,01:32.3
1269,77,33,39,01:33.4
1270,77,39,21,01:33.3
1271,77,27,18,01:35.0
1272,77,40,18,01:35.5
1273,77,23,25,01:31.7
1275,78,8,23,01:14.4
1276,78,30,32,01:14.9
1277,78,22,46,01:15.5
1278,78,13,18,01:16.0
1279,78,17,23,01:15.4
1280,78,23,44,01:15.8
1281,78,14,17,01:16.4
1282,78,32,46,01:16.3
1283,78,35,26,01:15.9
1284,78,33,19,01:17.3
1285,78,27,15,01:18.5
1286,78,15,43,01:15.9
1287,78,18,30,01:15.2
1288,78,2,20,01:15.8
1289,78,11,14,01:16.0
1290,78,40,33,01:18.7
1291,78,4,38,01:14.7
1292,78,21,24,01:14.9
1293,78,39,20,01:17.0
1294,78,31,24,01:14.6
1295,79,30,48,01:11.5
1296,79,22,48,01:11.6
1297,79,33,44,01:13.2
1298,79,39,65,01:13.4
1299,79,27,2,01:13.9
1300,79,40,43,01:14.5
1315,80,4,5,01:16.5
1316,80,8,25,01:16.4
1317,80,30,22,01:17.7
1318,80,18,18,01:17.4
1319,80,15,67,01:17.8
1320,80,21,18,01:17.5
1321,80,23,36,01:18.1
1322,80,35,17,01:17.8
1323,80,22,4,01:18.0
1324,80,14,39,01:17.6
1325,80,11,8,01:17.9
1326,80,17,17,01:18.4
1327,80,33,32,01:20.0
1328,80,2,36,01:18.1
1329,80,39,9,01:20.2
1330,80,31,24,01:16.7
1331,80,27,8,01:21.1
1332,80,40,4,01:21.5
1333,80,13,11,01:17.8
1335,81,31,41,01:20.7
1336,81,4,40,01:21.2
1337,81,8,60,01:20.5
1338,81,21,43,01:21.2
1339,81,18,42,01:22.0
1340,81,30,23,01:21.7
1341,81,22,41,01:22.3
1342,81,23,46,01:22.0
1343,81,15,56,01:22.1
1344,81,13,45,01:22.5
1345,81,17,16,01:23.3
1346,81,2,58,01:23.4
1347,81,14,44,01:23.1
1348,81,35,16,01:23.2
1349,81,32,58,01:23.1
1350,81,11,54,01:22.6
1351,81,33,38,01:24.2
1352,81,27,53,01:26.2
1353,81,40,37,01:26.5
1354,81,39,8,01:25.3
1355,82,4,21,01:15.2
1356,82,31,54,01:15.9
1357,82,18,19,01:15.8
1358,82,21,21,01:15.9
1359,82,30,18,01:16.1
1360,82,23,23,01:16.1
1361,82,14,18,01:16.2
1362,82,13,45,01:16.3
1363,82,32,45,01:16.2
1364,82,22,47,01:16.5
1365,82,2,10,01:16.6
1366,82,11,27,01:16.7
1367,82,27,11,01:18.4
1368,82,15,45,01:16.5
1369,82,35,26,01:17.1
1370,82,39,7,01:18.2
1371,82,33,12,01:18.1
1372,82,38,44,01:19.0
1373,82,17,46,01:16.8
1374,82,8,24,01:14.9
1375,83,8,40,01:21.2
1376,83,30,13,01:21.5
1377,83,23,13,01:21.9
1378,83,15,32,01:21.8
1379,83,18,70,01:22.4
1380,83,2,53,01:22.1
1381,83,17,47,01:22.5
1382,83,11,45,01:22.4
1383,83,21,19,01:22.5
1384,83,22,20,01:22.8
1385,83,4,51,01:22.9
1386,83,39,17,01:24.4
1387,83,33,15,01:24.8
1388,83,13,22,01:23.0
1389,83,27,8,01:26.0
1390,83,35,23,01:23.1
1391,83,31,20,01:21.2
1392,83,38,16,01:25.6
1395,84,8,40,01:25.0
1396,84,4,58,01:25.5
1397,84,31,39,01:24.8
1398,84,21,34,01:25.6
1399,84,18,58,01:25.8
1400,84,15,52,01:26.2
1401,84,14,58,01:26.4
1402,84,32,58,01:26.4
1403,84,11,54,01:25.9
1404,84,22,45,01:26.6
1405,84,35,44,01:27.0
1406,84,23,38,01:27.0
