resultId,raceId,driverId,fastestLap,fastestLapTime
20977,849,153,38,01:37.2
20978,849,16,42,01:36.7
20979,849,808,40,01:36.3
20980,849,22,38,01:36.7
20981,849,813,41,01:37.0
20982,849,814,48,01:37.9
20983,849,10,49,01:39.8
20984,849,816,30,01:40.6
20985,849,24,40,01:40.5
20986,849,817,30,01:40.9
20987,849,18,31,01:37.0
20988,849,67,24,01:40.2
20989,849,155,23,01:40.7
20990,849,15,9,01:55.5
20991,849,5,2,02:10.4
20992,850,1,59,01:34.3
20993,850,4,60,01:34.6
20994,850,17,60,01:34.5
20995,850,20,47,01:34.6
20996,850,13,51,01:34.6
20997,850,16,57,01:36.7
20998,850,3,51,01:36.2
20999,850,30,49,01:35.6
21000,850,155,50,01:36.7
21001,850,808,50,01:36.2
21002,850,815,53,01:37.0
21003,850,153,59,01:37.4
21004,850,814,54,01:36.7
21005,850,813,50,01:37.6
21006,850,67,48,01:37.9
21007,850,5,54,01:39.1
21008,850,10,57,01:40.0
21009,850,816,57,01:39.8
21010,850,817,57,01:40.5
21011,850,812,56,01:40.4
21012,850,24,28,01:40.7
21013,850,18,33,01:36.3
21014,850,22,8,01:39.7
21015,850,2,7,01:39.5
21016,851,18,58,01:23.9
21017,851,20,70,01:23.9
21018,851,4,62,01:23.7
21019,851,1,61,01:23.7
21020,851,17,61,01:23.7
21021,851,13,61,01:23.4
21022,851,814,65,01:25.9
21023,851,67,65,01:26.0
21024,851,3,64,01:24.9
21025,851,153,68,01:26.0
21026,851,155,65,01:24.7
21027,851,808,68,01:24.7
21028,851,22,65,01:25.0
21029,851,16,66,01:25.6
21030,851,815,67,01:25.0
21031,851,813,56,01:25.7
21032,851,10,59,01:28.0
21033,851,817,62,01:28.9
21034,851,816,58,01:29.1
21035,851,24,53,01:29.2
21036,851,5,54,01:27.1
21037,851,30,19,01:29.8
21038,851,2,19,01:30.8
21039,851,15,16,01:35.3
21040,852,20,36,01:50.5
21041,852,17,33,01:49.9
21042,852,18,39,01:50.1
21043,852,4,41,01:51.1
21044,852,30,34,01:51.1
21045,852,3,39,01:52.3
21046,852,16,33,01:52.6
21047,852,13,42,01:51.6
21048,852,808,34,01:52.4
21049,852,813,43,01:53.4
21050,852,814,32,01:53.2
21051,852,155,35,01:53.9
21052,852,811,39,01:53.6
21053,852,15,38,01:54.6
21054,852,5,35,01:54.1
21055,852,22,42,01:50.4
21056,852,816,38,01:56.3
21057,852,10,37,01:56.5
21058,852,24,42,01:58.1
21059,852,815,26,01:54.2
21060,852,817,10,01:59.8
21061,852,1,8,01:55.6
21062,852,67,4,01:56.8
21064,853,20,49,01:26.6
21065,853,18,52,01:26.2
21066,853,4,50,01:27.2
21067,853,1,52,01:26.2
21068,853,30,46,01:27.4
21069,853,13,53,01:26.9
21070,853,153,49,01:28.4
21071,853,814,52,01:28.1
21072,853,811,51,01:26.9
21073,853,67,51,01:28.2
21074,853,813,51,01:28.9
21075,853,22,49,01:28.4
21076,853,5,50,01:29.6
21077,853,15,50,01:29.8
21078,853,10,51,01:30.8
21079,853,817,36,01:32.0
21080,853,815,29,01:29.4
21081,853,155,21,01:30.0
21082,853,16,8,01:31.5
21083,853,17,4,01:31.0
21088,854,20,51,01:48.7
21089,854,18,54,01:48.5
21090,854,17,54,01:50.1
21091,854,4,58,01:50.9
21092,854,1,54,01:50.8
21093,854,814,41,01:54.2
21094,854,3,42,01:54.4
21095,854,16,45,01:54.6
21096,854,13,26,01:52.6
21097,854,815,42,01:54.6
21098,854,813,50,01:53.2
21099,854,67,51,01:52.2
21100,854,22,40,01:55.2
21101,854,155,56,01:51.3
21102,854,811,55,01:53.8
21103,854,5,56,01:54.1
21104,854,808,56,01:54.2
21105,854,816,22,01:58.7
21106,854,817,40,01:59.1
21107,854,24,41,01:58.3
21108,854,153,37,01:53.7
21109,854,15,25,01:57.1
21110,854,30,26,01:53.1
21111,854,10,6,02:00.4
21112,855,18,52,01:36.6
21113,855,4,50,01:36.7
21114,855,20,52,01:36.9
21115,855,17,47,01:36.8
21116,855,1,49,01:37.6
21117,855,30,53,01:37.9
21118,855,13,50,01:37.8
21119,855,815,39,01:36.6
21120,855,808,47,01:37.1
21121,855,3,50,01:36.6
21122,855,16,43,01:38.1
21123,855,814,43,01:38.0
21124,855,155,44,01:39.7
21125,855,813,50,01:37.6
21126,855,153,41,01:37.4
21127,855,811,42,01:38.4
21128,855,22,53,01:39.1
21129,855,5,50,01:39.3
21130,855,15,49,01:39.6
21131,855,10,46,01:41.7
21132,855,816,45,01:41.8
21133,855,817,49,01:41.4
21134,855,24,37,01:42.4
21135,855,67,6,01:42.1
21136,856,20,55,01:39.6
21137,856,1,54,01:40.5
21138,856,17,55,01:40.3
21139,856,18,55,01:40.7
21140,856,4,41,01:40.5
21141,856,13,51,01:40.5
21142,856,153,55,01:40.9
21143,856,3,49,01:41.8
21144,856,67,50,01:40.5
21145,856,814,50,01:42.1
21146,856,16,49,01:42.0
21147,856,22,54,01:42.4
21148,856,811,41,01:42.5
21149,856,5,52,01:42.5
21150,856,155,45,01:42.1
21151,856,815,39,01:42.4
21152,856,15,46,01:43.0
21153,856,10,53,01:44.5
21154,856,817,53,01:44.9
21155,856,816,53,01:44.7
21156,856,24,45,01:46.2
21157,856,813,26,01:44.7
21158,856,808,10,01:45.5
21159,856,30,13,01:45.3
21160,857,20,60,01:27.2
21161,857,18,60,01:28.0
21162,857,4,58,01:28.0
21163,857,17,59,01:27.5
21164,857,30,48,01:28.5
21165,857,3,59,01:28.6
21166,857,1,58,01:28.7
21167,857,153,57,01:29.2
21168,857,16,59,01:29.3
21169,857,815,58,01:29.3
21170,857,808,58,01:29.3
21171,857,811,55,01:29.3
21172,857,814,59,01:28.7
21173,857,5,58,01:30.3
21174,857,22,56,01:28.6
21175,857,816,51,01:32.0
21176,857,39,44,01:32.0
21177,857,817,49,01:31.7
21178,857,15,52,01:31.7
21179,857,13,19,01:30.2
21180,857,67,23,01:31.0
21181,857,813,12,01:33.6
21182,857,10,2,02:09.0
21184,858,1,51,01:43.5
21185,858,4,41,01:43.9
21186,858,18,51,01:43.2
21187,858,17,51,01:42.6
21188,858,13,51,01:44.3
21189,858,3,55,01:44.0
21190,858,30,48,01:44.9
21191,858,16,53,01:44.7
21192,858,814,49,01:44.1
21193,858,155,47,01:43.5
21194,858,815,41,01:44.6
21195,858,22,50,01:44.4
21196,858,808,52,01:43.7
21197,858,813,52,01:44.6
21198,858,153,47,01:44.1
21199,858,811,32,01:46.2
21200,858,5,50,01:46.6
21201,858,15,36,01:47.4
21202,858,10,42,01:48.1
21203,858,24,52,01:49.2
21204,858,817,35,01:48.3
21205,858,67,17,01:47.1
21206,858,816,16,01:51.2
21208,859,17,71,01:15.3
21209,859,20,68,01:16.1
21210,859,18,63,01:15.6
21211,859,4,65,01:16.2
21212,859,13,64,01:17.3
21213,859,16,36,01:17.2
21214,859,3,45,01:17.2
21215,859,814,64,01:17.5
21216,859,155,55,01:17.6
21217,859,808,58,01:17.0
21218,859,153,55,01:17.2
21219,859,67,59,01:17.4
21220,859,815,63,01:17.8
21221,859,22,70,01:16.7
21222,859,30,62,01:16.7
21223,859,5,69,01:18.0
21224,859,811,62,01:18.3
21225,859,15,47,01:18.6
21226,859,816,60,01:19.9
21227,859,817,64,01:19.6
21228,859,24,60,01:20.6
21229,859,1,35,01:17.2
21230,859,813,26,01:19.7
21231,859,10,14,01:21.8
21232,860,18,56,01:29.2
21233,860,20,57,01:29.4
21234,860,1,57,01:29.5
21235,860,17,57,01:29.4
21236,860,4,52,01:30.3
21237,860,155,55,01:30.6
21238,860,8,50,01:30.8
21239,860,815,46,01:30.8
21240,860,817,53,01:30.6
21241,860,814,57,01:30.6
21242,860,818,52,01:30.3
21243,860,3,53,01:30.9
21244,860,813,53,01:30.3
21245,860,10,43,01:34.3
21246,860,819,45,01:35.0
21247,860,811,49,01:30.9
21248,860,13,46,01:31.9
21249,860,5,26,01:33.7
21250,860,808,27,01:33.2
21251,860,30,4,01:34.0
21256,861,4,53,01:41.7
21257,861,815,54,01:41.0
21258,861,1,50,01:41.5
21259,861,17,52,01:41.0
21260,861,8,53,01:40.7
21261,861,811,55,01:41.4
21262,861,814,55,01:41.8
21263,861,818,55,01:41.9
21264,861,807,51,01:42.2
21265,861,30,53,01:41.8
21266,861,20,50,01:41.3
21267,861,817,54,01:41.8
21268,861,3,51,01:41.9
21269,861,18,50,01:42.1
21270,861,13,56,01:42.1
21271,861,808,52,01:43.5
21272,861,10,50,01:44.8
21273,861,5,54,01:43.8
21274,861,813,51,01:42.2
21275,861,819,50,01:44.8
21276,861,39,52,01:45.9
21277,861,37,54,01:46.2
21278,861,155,44,01:44.2
21279,861,154,2,02:08.5
21280,862,3,40,01:41.0
21281,862,18,56,01:40.4
21282,862,1,40,01:40.5
21283,862,17,52,01:40.5
21284,862,20,33,01:40.6
21285,862,154,35,01:41.1
21286,862,811,37,01:41.3
21287,862,813,36,01:40.5
21288,862,4,41,01:41.2
21289,862,155,40,01:40.0
21290,862,815,37,01:41.1
21291,862,814,40,01:41.5
21292,862,13,48,01:41.2
21293,862,8,43,01:41.8
21294,862,807,48,01:41.0
21295,862,818,48,01:40.0
21296,862,817,40,01:41.3
21297,862,808,38,01:42.4
21298,862,10,41,01:42.7
21299,862,819,39,01:42.6
21300,862,37,54,01:43.6
21301,862,39,40,01:43.9
21302,862,5,53,01:41.2
21303,862,30,9,01:44.1
21304,863,20,41,01:36.4
21305,863,8,41,01:37.1
21306,863,154,42,01:36.9
21307,863,17,45,01:37.4
21308,863,3,41,01:38.1
21309,863,814,41,01:38.4
21310,863,4,44,01:38.2
21311,863,1,38,01:37.7
21312,863,13,42,01:38.1
21313,863,30,39,01:38.1
21314,863,815,39,01:38.1
21315,863,807,46,01:38.3
21316,863,155,54,01:36.7
21317,863,818,43,01:37.1
21318,863,817,42,01:37.9
21319,863,808,42,01:38.3
21320,863,5,43,01:38.4
21321,863,18,47,01:38.0
21322,863,10,46,01:40.3
21323,863,37,41,01:40.2
21324,863,39,48,01:39.7
21325,863,811,51,01:38.1
21326,863,813,14,01:39.9
21327,863,819,14,01:41.5
21328,864,813,26,01:27.9
21329,864,4,46,01:27.4
21330,864,8,50,01:26.9
21331,864,154,53,01:26.3
21332,864,155,45,01:28.3
21333,864,20,65,01:27.8
21334,864,3,45,01:28.1
21335,864,1,50,01:28.9
21336,864,18,41,01:28.6
21337,864,807,48,01:28.9
21338,864,17,44,01:27.9
21339,864,818,54,01:28.3
21340,864,817,44,01:28.6
21341,864,814,44,01:28.3
21342,864,13,47,01:28.4
21343,864,5,50,01:28.7
21344,864,808,48,01:28.8
21345,864,10,49,01:29.6
21346,864,37,54,01:30.7
21347,864,815,20,01:28.6
21348,864,819,29,01:31.1
21349,864,39,15,01:32.9
21350,864,811,10,01:31.8
21351,864,30,4,01:31.1
21352,865,17,45,01:18.8
21353,865,3,46,01:19.0
21354,865,4,45,01:18.9
21355,865,20,43,01:19.1
21356,865,1,46,01:18.8
21357,865,13,41,01:19.1
21358,865,814,51,01:19.8
21359,865,807,35,01:18.4
21360,865,8,51,01:19.2
21361,865,811,51,01:19.2
21362,865,815,49,01:17.3
21363,865,818,25,01:19.0
21364,865,5,76,01:19.3
21365,865,10,60,01:19.6
21366,865,39,44,01:20.3
21367,865,18,51,01:19.9
21368,865,817,44,01:19.8
21369,865,819,61,01:19.6
21370,865,30,52,01:18.9
21371,865,808,12,01:20.8
21372,865,155,4,01:25.5
21376,866,1,59,01:17.0
21377,866,154,57,01:17.3
21378,866,815,67,01:16.4
21379,866,20,70,01:15.8
21380,866,4,42,01:17.8
21381,866,3,67,01:17.1
21382,866,17,62,01:17.1
21383,866,8,70,01:16.8
21384,866,155,61,01:17.5
21385,866,13,69,01:16.2
21386,866,814,63,01:17.2
21387,866,807,62,01:17.2
21388,866,813,67,01:17.5
21389,866,817,70,01:16.6
21390,866,818,55,01:17.9
21391,866,18,63,01:17.8
21392,866,811,67,01:17.8
21393,866,5,62,01:18.1
21394,866,808,58,01:18.1
21395,866,819,63,01:20.6
21396,866,10,47,01:21.0
21397,866,30,37,01:18.4
21398,866,37,23,01:21.5
21399,866,39,12,01:22.0
21400,867,4,40,01:43.7
21401,867,8,43,01:43.7
21402,867,30,43,01:43.1
21403,867,17,40,01:42.7
21404,867,807,40,01:44.2
21405,867,3,54,01:42.2
21406,867,814,45,01:44.1
21407,867,18,48,01:44.8
21408,867,815,43,01:43.5
21409,867,811,44,01:44.1
21410,867,817,44,01:43.7
21411,867,813,43,01:44.1
21412,867,808,54,01:44.3
21413,867,5,40,01:45.3
21414,867,819,43,01:46.7
21415,867,13,36,01:44.4
21416,867,37,36,01:46.8
21417,867,39,42,01:46.4
21418,867,1,43,01:44.0
21419,867,154,38,01:43.8
21420,867,20,18,01:44.6
21421,867,155,22,01:45.1
21422,867,818,22,01:45.5
21424,868,17,49,01:34.9
21425,868,4,49,01:35.4
21426,868,20,52,01:34.9
21427,868,13,50,01:35.0
21428,868,8,50,01:34.7
21429,868,154,50,01:34.9
21430,868,30,52,01:35.2
21431,868,1,44,01:36.2
21432,868,811,48,01:35.9
21433,868,18,52,01:36.1
21434,868,155,48,01:35.5
21435,868,807,37,01:36.0
21436,868,817,49,01:35.4
21437,868,818,49,01:35.5
21438,868,3,49,01:35.7
21439,868,813,34,01:37.5
21440,868,5,37,01:38.1
21441,868,10,50,01:37.4
21442,868,819,50,01:38.0
21443,868,37,44,01:39.6
21444,868,39,50,01:38.3
21445,868,815,3,01:39.8
21448,869,4,66,01:19.0
21449,869,18,67,01:19.5
21450,869,8,62,01:19.7
21451,869,155,56,01:19.5
21452,869,20,61,01:19.2
21453,869,815,62,01:19.3
21454,869,30,57,01:18.7
21455,869,17,59,01:19.8
21456,869,807,56,01:19.4
21457,869,3,59,01:19.1
21458,869,814,67,01:19.7
21459,869,13,67,01:19.2
21460,869,817,44,01:20.1
21461,869,818,59,01:19.6
21462,869,813,59,01:19.6
21463,869,808,62,01:20.0
21464,869,811,62,01:19.9
21465,869,154,60,01:20.0
21466,869,5,61,01:20.6
21467,869,819,45,01:21.8
21468,869,37,51,01:22.4
21469,869,10,54,01:22.8
21470,869,39,55,01:21.8
21471,869,1,34,01:20.1
21472,870,1,65,01:25.7
21473,870,8,41,01:25.7
21474,870,154,59,01:26.1
21475,870,20,68,01:24.1
21476,870,4,65,01:25.7
21477,870,18,58,01:25.8
21478,870,811,65,01:26.2
21479,870,17,41,01:25.4
21480,870,13,54,01:25.9
21481,870,3,58,01:25.8
21482,870,807,60,01:26.1
21483,870,814,57,01:26.0
21484,870,813,63,01:25.7
21485,870,815,65,01:25.2
21486,870,817,59,01:26.5
21487,870,818,66,01:26.1
21488,870,5,62,01:26.6
21489,870,155,61,01:25.7
21490,870,808,59,01:27.6
21491,870,819,22,01:28.7
21492,870,10,55,01:28.4
21493,870,37,56,01:28.8
21494,870,39,56,01:29.5
21495,870,30,56,01:26.8
21496,871,18,40,01:54.3
21497,871,20,39,01:54.2
21498,871,8,34,01:53.6
21499,871,807,40,01:53.8
21500,871,13,30,01:53.5
21501,871,17,42,01:53.8
21502,871,30,37,01:53.5
21503,871,818,31,01:54.0
21504,871,817,42,01:54.6
21505,871,814,28,01:54.6
21506,871,3,39,01:53.1
21507,871,811,43,01:52.8
21508,871,155,26,01:55.6
21509,871,808,28,01:56.7
21510,871,10,30,01:57.0
21511,871,819,27,01:57.9
21512,871,5,33,01:56.5
21513,871,37,30,01:57.3
21514,871,39,16,01:59.1
21515,871,813,4,02:56.2
21520,872,1,52,01:28.4
21521,872,815,53,01:27.6
21522,872,4,44,01:28.8
21523,872,13,33,01:28.9
21524,872,8,52,01:29.1
21525,872,30,51,01:27.7
21526,872,3,53,01:27.2
21527,872,814,51,01:29.1
21528,872,155,39,01:29.0
21529,872,811,52,01:28.7
21530,872,813,51,01:28.1
21531,872,817,46,01:28.6
21532,872,816,52,01:28.7
21533,872,5,46,01:29.4
21534,872,808,46,01:29.1
21535,872,819,44,01:29.8
21536,872,10,50,01:29.9
21537,872,37,51,01:30.4
21538,872,39,44,01:31.1
21539,872,17,43,01:29.2
21540,872,807,46,01:28.6
21541,872,20,46,01:28.7
21542,872,18,31,01:28.9
21543,872,818,6,01:32.0
21544,873,20,50,01:52.1
21545,873,18,47,01:52.6
21546,873,4,53,01:52.7
21547,873,814,54,01:52.9
21548,873,3,55,01:53.9
21549,873,8,53,01:53.8
21550,873,154,56,01:54.1
21551,873,13,47,01:54.0
21552,873,817,53,01:54.3
21553,873,815,51,01:52.8
21554,873,17,53,01:53.7
21555,873,10,30,01:56.1
21556,873,155,52,01:51.7
21557,873,807,52,01:51.0
21558,873,5,48,01:55.2
21559,873,819,37,01:56.5
21560,873,37,48,01:57.7
21561,873,811,27,01:53.6
21562,873,808,44,01:55.1
21563,873,818,28,01:53.5
21564,873,30,26,01:56.0
21565,873,813,27,01:55.1
21566,873,39,26,01:58.5
21567,873,1,14,01:55.5
21568,874,20,52,01:35.8
21569,874,13,50,01:36.9
21570,874,155,52,01:36.7
21571,874,18,51,01:36.6
21572,874,1,45,01:37.8
21573,874,8,49,01:37.9
21574,874,807,46,01:37.9
21575,874,813,45,01:37.8
21576,874,17,49,01:37.1
21577,874,817,50,01:37.5
21578,874,30,43,01:36.9
21579,874,814,48,01:37.5
21580,874,818,39,01:37.5
21581,874,811,44,01:36.8
21582,874,5,52,01:38.0
21583,874,10,48,01:38.8
21584,874,808,47,01:38.3
21585,874,37,50,01:39.4
21586,874,154,32,01:38.3
21587,874,819,34,01:40.5
21588,874,39,21,01:41.4
21589,874,815,17,01:39.0
21592,875,20,55,01:42.5
21593,875,17,54,01:42.0
21594,875,4,52,01:42.4
21595,875,13,48,01:42.2
21596,875,8,51,01:42.8
21597,875,807,54,01:42.6
21598,875,154,44,01:42.8
21599,875,818,48,01:42.7
21600,875,817,45,01:43.1
21601,875,1,49,01:42.7
21602,875,815,49,01:42.5
21603,875,814,48,01:43.5
21604,875,30,49,01:43.2
21605,875,813,55,01:42.7
21606,875,811,49,01:43.4
21607,875,808,50,01:45.0
21608,875,5,43,01:45.0
21609,875,10,42,01:45.2
21610,875,819,52,01:44.5
21611,875,39,39,01:47.1
21612,875,37,9,01:49.9
21613,875,155,3,01:47.1
21616,876,20,60,01:28.7
21617,876,4,60,01:28.6
21618,876,17,59,01:29.0
21619,876,1,58,01:28.9
21620,876,18,60,01:28.2
21621,876,13,59,01:29.3
21622,876,8,54,01:29.4
21623,876,807,60,01:29.2
21624,876,154,57,01:29.5
21625,876,811,60,01:28.4
21626,876,3,59,01:29.5
21627,876,814,59,01:29.1
21628,876,817,57,01:29.4
21629,876,155,51,01:29.2
21630,876,818,59,01:30.1
21631,876,813,50,01:30.1
21632,876,808,58,01:31.2
21633,876,5,57,01:30.8
21634,876,819,55,01:31.4
21635,876,10,56,01:31.7
21636,876,39,53,01:32.2
21637,876,30,53,01:29.2
21638,876,37,39,01:32.9
21639,876,815,17,01:32.2
21640,877,8,50,01:44.5
21641,877,4,53,01:44.1
21642,877,20,54,01:44.0
21643,877,18,50,01:44.5
21644,877,813,55,01:44.8
21645,877,155,55,01:45.4
21646,877,13,53,01:45.7
21647,877,811,49,01:45.7
21648,877,814,53,01:45.6
21649,877,817,53,01:45.9
21650,877,30,51,01:45.2
21651,877,818,53,01:46.1
21652,877,5,51,01:47.1
21653,877,10,54,01:47.7
21654,877,815,54,01:45.4
21655,877,808,50,01:48.3
21656,877,37,47,01:48.6
21657,877,819,33,01:49.1
21658,877,154,36,01:47.5
21659,877,17,32,01:47.0
21660,877,1,19,01:47.3
21661,877,39,6,01:52.2
21662,877,3,4,01:49.3
21664,878,1,55,01:39.7
21665,878,20,56,01:39.3
21666,878,4,56,01:39.7
21667,878,13,56,01:39.4
21668,878,18,54,01:40.2
21669,878,8,56,01:39.5
21670,878,154,55,01:40.6
21671,878,807,53,01:41.0
21672,878,813,53,01:40.7
21673,878,811,53,01:40.7
21674,878,815,53,01:40.7
21675,878,817,53,01:40.8
21676,878,3,51,01:40.4
21677,878,155,55,01:40.3
21678,878,814,55,01:40.6
21679,878,30,54,01:40.9
21680,878,808,55,01:42.8
21681,878,5,50,01:43.1
21682,878,10,40,01:43.3
21683,878,819,54,01:42.5
21684,878,37,43,01:44.7
21685,878,39,51,01:44.5
21686,878,17,13,01:43.6
21687,878,818,12,01:44.8
21688,879,18,37,01:18.1
21689,879,4,36,01:18.6
21690,879,13,37,01:18.9
21691,879,17,39,01:18.9
21692,879,807,38,01:18.2
21693,879,20,36,01:19.1
21694,879,30,37,01:20.2
21695,879,818,39,01:19.0
21696,879,155,35,01:19.0
21697,879,8,34,01:19.4
21698,879,808,39,01:20.5
21699,879,819,36,01:20.3
21700,879,817,36,01:19.3
21701,879,5,39,01:19.3
21702,879,3,38,01:20.3
21703,879,10,34,01:19.7
21704,879,37,37,01:21.1
21705,879,39,40,01:21.5
21706,879,814,39,01:19.3
21707,879,1,38,01:18.1
21708,879,154,2,01:22.2
21712,880,8,56,01:29.3
21713,880,4,53,01:29.6
21714,880,20,42,01:30.4
21715,880,13,38,01:30.2
21716,880,1,45,01:29.8
21717,880,17,45,01:29.7
21718,880,16,49,01:30.7
21719,880,814,56,01:30.9
21720,880,18,41,01:30.2
21721,880,154,41,01:30.4
21722,880,815,46,01:29.9
21723,880,818,50,01:29.5
21724,880,821,32,01:31.4
21725,880,822,42,01:30.7
21726,880,824,52,01:30.5
21727,880,819,55,01:32.3
21728,880,820,49,01:32.2
21729,880,823,39,01:32.6
21730,880,817,33,01:30.9
21731,880,3,18,01:32.3
21732,880,813,12,01:32.9
21734,881,20,45,01:40.4
21735,881,17,45,01:40.7
21736,881,1,32,01:41.0
21737,881,3,44,01:40.8
21738,881,13,50,01:39.8
21739,881,154,37,01:41.2
21740,881,8,37,01:41.8
21741,881,807,46,01:40.7
21742,881,815,56,01:39.2
21743,881,818,45,01:40.5
21744,881,822,54,01:41.4
21745,881,821,54,01:40.9
21746,881,824,47,01:42.4
21747,881,819,51,01:42.9
21748,881,823,44,01:43.2
21749,881,820,44,01:43.2
21750,881,18,43,01:40.6
21751,881,817,35,01:42.6
21752,881,813,34,01:43.5
21753,881,16,24,01:42.8
21754,881,814,19,01:43.1
21756,882,4,46,01:39.5
21757,882,8,51,01:40.0
21758,882,1,50,01:40.0
21759,882,20,53,01:36.8
21760,882,18,56,01:38.1
21761,882,13,55,01:40.3
21762,882,817,55,01:40.2
21763,882,814,55,01:40.1
21764,882,154,55,01:40.6
21765,882,807,31,01:40.6
21766,882,815,55,01:41.3
21767,882,818,56,01:40.1
21768,882,822,53,01:38.2
21769,882,813,54,01:41.0
21770,882,824,35,01:41.5
21771,882,819,48,01:42.0
21772,882,820,39,01:42.0
21773,882,823,42,01:42.4
21774,882,3,7,01:43.4
21775,882,17,12,01:43.4
21776,882,16,3,01:44.3
21777,882,821,2,01:44.8
21778,883,20,55,01:37.0
21779,883,8,57,01:38.2
21780,883,154,52,01:37.6
21781,883,814,57,01:38.3
21782,883,1,48,01:38.2
21783,883,815,41,01:37.9
21784,883,17,52,01:38.6
21785,883,4,41,01:37.2
21786,883,3,48,01:37.6
21787,883,18,49,01:37.7
21788,883,813,57,01:39.0
21789,883,807,43,01:38.8
21790,883,16,44,01:37.1
21791,883,822,57,01:38.2
21792,883,13,42,01:38.8
21793,883,817,51,01:39.6
21794,883,819,37,01:39.5
21795,883,821,45,01:38.2
21796,883,824,50,01:38.8
21797,883,820,50,01:39.3
21798,883,823,49,01:39.3
21799,883,818,4,01:43.1
21800,884,4,53,01:26.7
21801,884,8,47,01:26.8
21802,884,13,56,01:26.4
21803,884,20,55,01:27.0
21804,884,17,55,01:27.0
21805,884,3,56,01:27.6
21806,884,814,55,01:26.8
21807,884,18,55,01:28.0
21808,884,815,55,01:27.3
21809,884,817,55,01:28.1
21810,884,821,56,01:26.2
21811,884,1,53,01:27.9
21812,884,16,38,01:26.6
21813,884,813,56,01:27.8
21814,884,807,58,01:26.6
21815,884,822,27,01:29.7
21816,884,819,43,01:29.4
21817,884,824,55,01:28.9
21818,884,820,49,01:28.0
21819,884,818,41,01:28.2
21820,884,823,11,01:30.6
21821,884,154,5,01:31.1
21822,885,3,74,01:18.3
21823,885,20,77,01:16.6
21824,885,17,77,01:18.3
21825,885,1,76,01:18.1
21826,885,16,74,01:18.3
21827,885,18,76,01:18.7
21828,885,4,77,01:19.3
21829,885,818,77,01:19.2
21830,885,814,77,01:19.2
21831,885,8,78,01:17.4
21832,885,807,29,01:19.9
21833,885,822,68,01:20.9
21834,885,821,71,01:18.7
21835,885,820,78,01:19.0
21836,885,823,50,01:20.5
21837,885,815,27,01:19.5
21838,885,154,57,01:21.0
21839,885,817,26,01:19.4
21840,885,824,49,01:20.6
21841,885,813,8,01:20.9
21842,885,13,28,01:20.1
21843,885,819,4,01:22.8
21844,886,20,55,01:16.6
21845,886,4,69,01:16.2
21846,886,1,69,01:16.4
21847,886,17,69,01:16.2
21848,886,3,70,01:16.5
21849,886,818,61,01:17.9
21850,886,814,63,01:17.8
21851,886,13,69,01:16.9
21852,886,8,61,01:17.8
21853,886,16,68,01:17.7
21854,886,815,69,01:17.4
21855,886,18,68,01:17.5
21856,886,154,62,01:17.6
21857,886,822,63,01:18.0
21858,886,817,68,01:18.3
21859,886,813,68,01:18.1
21860,886,824,68,01:18.9
21861,886,819,60,01:19.4
21862,886,820,67,01:19.6
21863,886,821,52,01:19.5
21864,886,807,40,01:19.1
21865,886,823,42,01:21.8
21866,887,3,50,01:33.5
21867,887,17,52,01:33.4
21868,887,4,50,01:34.1
21869,887,1,51,01:34.2
21870,887,8,49,01:35.4
21871,887,13,51,01:35.3
21872,887,16,35,01:36.0
21873,887,817,37,01:35.9
21874,887,814,52,01:35.3
21875,887,807,48,01:36.0
21876,887,813,52,01:35.9
21877,887,822,52,01:36.3
21878,887,18,39,01:36.4
21879,887,821,32,01:36.4
21880,887,819,52,01:37.1
21881,887,824,51,01:38.0
21882,887,820,50,01:39.2
21883,887,823,50,01:38.7
21884,887,154,48,01:35.6
21885,887,815,37,01:36.1
21886,887,20,37,01:35.0
21887,887,818,30,01:38.4
21888,888,20,59,01:34.2
21889,888,8,57,01:33.8
21890,888,154,57,01:34.6
21891,888,4,51,01:33.5
21892,888,1,57,01:34.2
21893,888,18,49,01:34.2
21894,888,17,55,01:34.8
21895,888,815,50,01:36.1
21896,888,3,55,01:34.2
21897,888,807,58,01:34.2
21898,888,814,43,01:36.6
21899,888,817,58,01:36.0
21900,888,16,60,01:35.8
21901,888,821,56,01:35.8
21902,888,813,56,01:34.3
21903,888,822,56,01:34.0
21904,888,819,51,01:37.6
21905,888,823,40,01:38.5
21906,888,820,47,01:38.4
21907,888,818,12,01:39.3
21908,888,824,20,01:39.8
21909,888,13,3,01:38.9
21910,890,1,69,01:24.6
21911,890,8,61,01:25.3
21912,890,20,57,01:24.6
21913,890,17,61,01:24.1
21914,890,4,56,01:25.4
21915,890,154,54,01:25.3
21916,890,18,56,01:26.2
21917,890,13,59,01:25.2
21918,890,815,59,01:26.1
21919,890,813,69,01:25.6
21920,890,807,58,01:26.7
21921,890,818,53,01:26.5
21922,890,817,58,01:26.9
21923,890,823,47,01:27.5
21924,890,819,54,01:27.7
21925,890,824,57,01:28.3
21926,890,820,65,01:28.2
21927,890,814,55,01:26.6
21928,890,3,62,01:25.1
21929,890,822,41,01:27.1
21930,890,821,16,01:29.1
21931,890,16,12,01:28.5
21932,891,20,40,01:50.8
21933,891,4,36,01:51.4
21934,891,1,39,01:51.6
21935,891,3,39,01:51.6
21936,891,17,31,01:51.4
21937,891,18,36,01:50.8
21938,891,13,40,01:52.2
